,z-nm,x-nm,y-nm,Trace_ID,chr,start,stop,color-channel,FOV_ID
29251,,,,4029_CAST,chr3,34696078,34701078,647nm,4
29252,,,,4029_CAST,chr3,34701078,34706078,561nm,4
29253,,,,4029_CAST,chr3,34706078,34711078,750nm,4
29254,1464.3662284405675,130657.13677837292,89263.66353779791,4029_CAST,chr3,34711078,34716078,647nm,4
29255,1397.3636950621406,130698.44911906008,89142.65014760237,4029_CAST,chr3,34716078,34721078,561nm,4
29256,1604.0278630532905,130661.36823090895,89139.24131827567,4029_CAST,chr3,34721078,34726078,750nm,4
29257,1589.0583090204768,130618.68492879797,89162.78530493923,4029_CAST,chr3,34726078,34731078,647nm,4
29258,,,,4029_CAST,chr3,34726078,34726078,561nm,4
29259,1459.5078031637022,130741.78914892556,89305.12477027692,4029_CAST,chr3,34731078,34736078,750nm,4
29260,1710.665255039638,130615.61660856518,89254.51976297724,4029_CAST,chr3,34736078,34741078,647nm,4
29261,,,,4029_CAST,chr3,34741078,34746078,561nm,4
29262,1472.887881624659,130761.75572208855,89243.58225545434,4029_CAST,chr3,34746078,34751078,750nm,4
29263,1525.2724517010197,130719.18113980371,89269.07720383111,4029_CAST,chr3,34751078,34756078,647nm,4
29264,,,,4029_CAST,chr3,34756078,34761078,561nm,4
29265,1579.3938924243532,130703.24845400322,89209.66662635023,4029_CAST,chr3,34761078,34766078,750nm,4
29266,1494.0670917704651,130675.06430140286,89246.24128826149,4029_CAST,chr3,34766078,34771078,647nm,4
29267,,,,4029_CAST,chr3,34771078,34776078,561nm,4
29268,1538.489690338084,130670.48253917151,89247.76376172762,4029_CAST,chr3,34776078,34781078,750nm,4
29269,1671.1996139783498,130679.40895270485,89210.67675779942,4029_CAST,chr3,34781078,34786078,647nm,4
29270,1731.5344208385864,130237.1379077107,89360.35747452399,4029_CAST,chr3,34786078,34791078,561nm,4
29271,1692.7696822796838,130240.01787240201,89407.71043129072,4029_CAST,chr3,34791078,34796078,750nm,4
29272,,,,4029_CAST,chr3,34796078,34801078,647nm,4
29273,1791.7090783436436,130676.18411260584,89335.79921608583,4029_CAST,chr3,34801078,34806078,561nm,4
29274,7528.768564934911,134553.2048421263,105958.57506599848,4032_CAST,chr3,34601078,34606078,750nm,4
29275,7579.006687297268,134583.62111996813,105983.44624126115,4032_CAST,chr3,34606078,34611078,647nm,4
29276,,,,4032_CAST,chr3,34611078,34616078,561nm,4
29277,,,,4032_CAST,chr3,34616078,34621078,750nm,4
29278,,,,4032_CAST,chr3,34621078,34626078,647nm,4
29279,,,,4032_CAST,chr3,34626078,34631078,561nm,4
29280,7592.706462130301,134631.77030356714,106173.2228835317,4032_CAST,chr3,34631078,34636078,750nm,4
29281,7648.256555925569,134597.33315821787,106133.85138653859,4032_CAST,chr3,34636078,34641078,647nm,4
29282,7576.860413186901,134654.0405757708,106105.07256576706,4032_CAST,chr3,34641078,34646078,561nm,4
29283,7415.741057535216,134776.45006292404,106250.53748304148,4032_CAST,chr3,34646078,34651078,750nm,4
29284,7334.079588574698,134750.7950328057,106109.46215842137,4032_CAST,chr3,34651078,34656078,647nm,4
29285,,,,4032_CAST,chr3,34656078,34661078,561nm,4
29286,,,,4032_CAST,chr3,34661078,34666078,750nm,4
29287,7221.197152831521,134743.60928621286,106238.90286336932,4032_CAST,chr3,34666078,34671078,647nm,4
29288,7179.263756550714,134861.69221381974,106224.98345084328,4032_CAST,chr3,34671078,34676078,561nm,4
29289,,,,4032_CAST,chr3,34676078,34681078,750nm,4
29290,,,,4032_CAST,chr3,34681078,34686078,647nm,4
29291,,,,4032_CAST,chr3,34686078,34691078,561nm,4
29292,7287.41823464051,134871.6518970429,106209.17449713794,4032_CAST,chr3,34691078,34696078,750nm,4
29293,7491.244974061252,134797.17190016157,106091.29638664762,4032_CAST,chr3,34696078,34701078,647nm,4
29294,,,,4032_CAST,chr3,34701078,34706078,561nm,4
29295,7559.321890655097,135190.99713258352,105969.64051291959,4032_CAST,chr3,34706078,34711078,750nm,4
29296,7379.719868597178,134990.1914746324,106156.80652631531,4032_CAST,chr3,34711078,34716078,647nm,4
29297,7509.62968922503,134846.42416877614,106089.57673027818,4032_CAST,chr3,34716078,34721078,561nm,4
29298,7369.57538719248,134840.79415626012,106183.95598596013,4032_CAST,chr3,34721078,34726078,750nm,4
29299,7480.257697693345,135077.28059257322,106155.17993417477,4032_CAST,chr3,34726078,34731078,647nm,4
29300,7545.259628265378,135137.89586559325,105965.96984127488,4032_CAST,chr3,34726078,34726078,561nm,4
29301,7436.150575972401,134785.59795397802,106300.2472053269,4032_CAST,chr3,34731078,34736078,750nm,4
29302,,,,4032_CAST,chr3,34736078,34741078,647nm,4
29303,7422.445637180069,134630.2193968558,106222.09763184216,4032_CAST,chr3,34741078,34746078,561nm,4
29304,7136.607187108659,134769.6163757449,106316.67867542495,4032_CAST,chr3,34746078,34751078,750nm,4
29305,7321.629181309085,134746.21859591416,106377.8872725999,4032_CAST,chr3,34751078,34756078,647nm,4
29306,7466.536959497748,134656.92815553444,106316.786383674,4032_CAST,chr3,34756078,34761078,561nm,4
29307,7295.824512922743,134776.56781689328,106280.18113928821,4032_CAST,chr3,34761078,34766078,750nm,4
29308,7271.296345294702,134840.09351394876,106246.86972298428,4032_CAST,chr3,34766078,34771078,647nm,4
29309,7386.786488234405,134753.4493406084,106230.314467939,4032_CAST,chr3,34771078,34776078,561nm,4
29310,7342.076714511113,134901.69094029957,106199.5269668423,4032_CAST,chr3,34776078,34781078,750nm,4
29311,7237.50253601881,134972.026806985,106348.03792315946,4032_CAST,chr3,34781078,34786078,647nm,4
29312,7183.388011309726,134841.75523992983,106218.65904971745,4032_CAST,chr3,34786078,34791078,561nm,4
29313,,,,4032_CAST,chr3,34791078,34796078,750nm,4
29314,,,,4032_CAST,chr3,34796078,34801078,647nm,4
29315,7297.600945393107,134906.10237638946,106284.10625258867,4032_CAST,chr3,34801078,34806078,561nm,4
29316,,,,4037_CAST,chr3,34601078,34606078,750nm,4
29317,6548.574537480176,99213.9281133115,111019.91392679459,4037_CAST,chr3,34606078,34611078,647nm,4
29318,,,,4037_CAST,chr3,34611078,34616078,561nm,4
29319,,,,4037_CAST,chr3,34616078,34621078,750nm,4
29320,6257.035860348472,99280.26335775586,111267.65540905426,4037_CAST,chr3,34621078,34626078,647nm,4
29321,6397.989657577518,99256.98689772158,111169.66592509151,4037_CAST,chr3,34626078,34631078,561nm,4
29322,6330.164227025637,99198.26560301475,111117.94770630247,4037_CAST,chr3,34631078,34636078,750nm,4
29323,6324.395612338624,99112.937942667,111229.3393079009,4037_CAST,chr3,34636078,34641078,647nm,4
29324,6064.949673356958,99182.72609070496,111183.07008427285,4037_CAST,chr3,34641078,34646078,561nm,4
29325,6207.889248903479,99240.36118303543,111222.11927408875,4037_CAST,chr3,34646078,34651078,750nm,4
29326,,,,4037_CAST,chr3,34651078,34656078,647nm,4
29327,6028.185268602415,99198.88037618576,111316.44915460565,4037_CAST,chr3,34656078,34661078,561nm,4
29328,6114.757019466332,99116.98811508928,111197.08056532955,4037_CAST,chr3,34661078,34666078,750nm,4
29329,6223.731734434439,99016.03251217506,111255.63346086496,4037_CAST,chr3,34666078,34671078,647nm,4
29330,6179.864322930625,99101.92526452917,111218.17957098183,4037_CAST,chr3,34671078,34676078,561nm,4
29331,6095.341203736877,99109.8900516002,111177.00162396768,4037_CAST,chr3,34676078,34681078,750nm,4
29332,6149.579223520224,99173.15465459874,111120.9805154443,4037_CAST,chr3,34681078,34686078,647nm,4
29333,6168.443429419233,99153.89175679858,111134.663319703,4037_CAST,chr3,34686078,34691078,561nm,4
29334,6254.337177958282,99118.75099073396,110993.49896054642,4037_CAST,chr3,34691078,34696078,750nm,4
29335,,,,4037_CAST,chr3,34696078,34701078,647nm,4
29336,,,,4037_CAST,chr3,34701078,34706078,561nm,4
29337,6176.47643965588,99218.55799758746,111131.76394766115,4037_CAST,chr3,34706078,34711078,750nm,4
29338,,,,4037_CAST,chr3,34711078,34716078,647nm,4
29339,6092.45118963535,99191.15649207635,111146.97665900426,4037_CAST,chr3,34716078,34721078,561nm,4
29340,6231.5383454507555,99150.97757819443,111125.74653943007,4037_CAST,chr3,34721078,34726078,750nm,4
29341,6236.177939659751,99267.39012230454,111253.73014750228,4037_CAST,chr3,34726078,34731078,647nm,4
29342,6169.081174396823,99216.52668540107,111283.84710968842,4037_CAST,chr3,34726078,34726078,561nm,4
29343,6199.981518075633,99171.11628746979,111050.31776086005,4037_CAST,chr3,34731078,34736078,750nm,4
29344,6256.403291778846,99162.63994504794,111176.2325000039,4037_CAST,chr3,34736078,34741078,647nm,4
29345,6120.538793056733,99176.41257353549,111173.6694816342,4037_CAST,chr3,34741078,34746078,561nm,4
29346,6222.038019954964,99164.60323999859,111173.72420946717,4037_CAST,chr3,34746078,34751078,750nm,4
29347,,,,4037_CAST,chr3,34751078,34756078,647nm,4
29348,,,,4037_CAST,chr3,34756078,34761078,561nm,4
29349,6192.473331466902,99121.47461256624,111104.7774918628,4037_CAST,chr3,34761078,34766078,750nm,4
29350,5908.892158132873,99087.96297543206,111006.98372829464,4037_CAST,chr3,34766078,34771078,647nm,4
29351,,,,4037_CAST,chr3,34771078,34776078,561nm,4
29352,6276.043528550485,99183.88927938048,111349.45239009995,4037_CAST,chr3,34776078,34781078,750nm,4
29353,5854.284708964016,99107.02154418109,110841.88338196088,4037_CAST,chr3,34781078,34786078,647nm,4
29354,,,,4037_CAST,chr3,34786078,34791078,561nm,4
29355,6044.393361964671,99100.23328462796,110919.706034145,4037_CAST,chr3,34791078,34796078,750nm,4
29356,,,,4037_CAST,chr3,34796078,34801078,647nm,4
29357,6537.571557681777,98942.825030521,110545.8310728391,4037_CAST,chr3,34801078,34806078,561nm,4
29358,6758.065369018956,23893.02623365125,122860.29515331754,4040_CAST,chr3,34601078,34606078,750nm,4
29359,6487.266529870005,23881.021047403057,122889.08935488744,4040_CAST,chr3,34606078,34611078,647nm,4
29360,6560.300801860349,23761.276913083722,122800.45254964326,4040_CAST,chr3,34611078,34616078,561nm,4
29361,6540.404479961625,23767.776829510352,122851.81672448112,4040_CAST,chr3,34616078,34621078,750nm,4
29362,6777.605784223115,23542.05163844766,122897.6251691546,4040_CAST,chr3,34621078,34626078,647nm,4
29363,,,,4040_CAST,chr3,34626078,34631078,561nm,4
29364,,,,4040_CAST,chr3,34631078,34636078,750nm,4
29365,,,,4040_CAST,chr3,34636078,34641078,647nm,4
29366,,,,4040_CAST,chr3,34641078,34646078,561nm,4
29367,,,,4040_CAST,chr3,34646078,34651078,750nm,4
29368,6797.649020115017,23936.851334850835,123270.61657073323,4040_CAST,chr3,34651078,34656078,647nm,4
29369,,,,4040_CAST,chr3,34656078,34661078,561nm,4
29370,6858.64307876065,23942.998729041636,123004.13972103478,4040_CAST,chr3,34661078,34666078,750nm,4
29371,6827.658594827281,23736.091131475077,122846.10889359438,4040_CAST,chr3,34666078,34671078,647nm,4
29372,6931.749635184067,23678.35561320086,123036.95683784595,4040_CAST,chr3,34671078,34676078,561nm,4
29373,7012.495543533157,23530.08216627157,123043.05361664912,4040_CAST,chr3,34676078,34681078,750nm,4
29374,6825.551741082191,23667.393561882192,122854.90509647738,4040_CAST,chr3,34681078,34686078,647nm,4
29375,6968.179213204603,23586.61078574231,123226.32347322264,4040_CAST,chr3,34686078,34691078,561nm,4
29376,6791.634807423724,23687.659504031493,123281.50322023657,4040_CAST,chr3,34691078,34696078,750nm,4
29377,6825.3016972422165,23701.461952890753,122946.25989099259,4040_CAST,chr3,34696078,34701078,647nm,4
29378,,,,4040_CAST,chr3,34701078,34706078,561nm,4
29379,,,,4040_CAST,chr3,34706078,34711078,750nm,4
29380,6999.223221627276,23432.07110033332,123572.49446727418,4040_CAST,chr3,34711078,34716078,647nm,4
29381,,,,4040_CAST,chr3,34716078,34721078,561nm,4
29382,6729.1397234562855,23644.714777038156,122886.21869614378,4040_CAST,chr3,34721078,34726078,750nm,4
29383,6588.809726005022,23815.713966577292,122941.16254346506,4040_CAST,chr3,34726078,34731078,647nm,4
29384,,,,4040_CAST,chr3,34726078,34726078,561nm,4
29385,6637.641556365194,23593.037335764537,123284.68201837307,4040_CAST,chr3,34731078,34736078,750nm,4
29386,6721.25097453306,23792.152862965646,123053.93549229647,4040_CAST,chr3,34736078,34741078,647nm,4
29387,,,,4040_CAST,chr3,34741078,34746078,561nm,4
29388,,,,4040_CAST,chr3,34746078,34751078,750nm,4
29389,,,,4040_CAST,chr3,34751078,34756078,647nm,4
29390,,,,4040_CAST,chr3,34756078,34761078,561nm,4
29391,,,,4040_CAST,chr3,34761078,34766078,750nm,4
29392,,,,4040_CAST,chr3,34766078,34771078,647nm,4
29393,,,,4040_CAST,chr3,34771078,34776078,561nm,4
29394,,,,4040_CAST,chr3,34776078,34781078,750nm,4
29395,,,,4040_CAST,chr3,34781078,34786078,647nm,4
29396,,,,4040_CAST,chr3,34786078,34791078,561nm,4
29397,,,,4040_CAST,chr3,34791078,34796078,750nm,4
29398,,,,4040_CAST,chr3,34796078,34801078,647nm,4
29399,6584.355811762172,23864.78273100683,123057.24379656589,4040_CAST,chr3,34801078,34806078,561nm,4
29400,3509.878778657913,72349.43440766312,124402.45889297668,4041_CAST,chr3,34601078,34606078,750nm,4
29401,3873.8415639901486,72585.56374865484,124574.65634373712,4041_CAST,chr3,34606078,34611078,647nm,4
29402,,,,4041_CAST,chr3,34611078,34616078,561nm,4
29403,4187.963228359487,72617.31555981263,124755.92076287254,4041_CAST,chr3,34616078,34621078,750nm,4
29404,4202.291271188715,72562.84321624326,124663.3256266804,4041_CAST,chr3,34621078,34626078,647nm,4
29405,,,,4041_CAST,chr3,34626078,34631078,561nm,4
29406,3933.186496586754,72347.4383136025,124595.51984229338,4041_CAST,chr3,34631078,34636078,750nm,4
29407,4014.6316071932365,72445.74593748208,124530.52027827466,4041_CAST,chr3,34636078,34641078,647nm,4
29408,3994.751283918667,72451.9009050381,124603.1555466249,4041_CAST,chr3,34641078,34646078,561nm,4
29409,3953.6651524518857,72452.01737244647,124378.58156972402,4041_CAST,chr3,34646078,34651078,750nm,4
29410,3874.432826880327,72405.0093306755,124403.8232625697,4041_CAST,chr3,34651078,34656078,647nm,4
29411,4373.8336988751125,72451.23270102615,124667.14599986169,4041_CAST,chr3,34656078,34661078,561nm,4
29412,4080.8084162684595,72502.46113519196,124574.43787051253,4041_CAST,chr3,34661078,34666078,750nm,4
29413,3964.6084961446495,72428.09142102842,124500.59045746826,4041_CAST,chr3,34666078,34671078,647nm,4
29414,4097.948458785888,72376.71212641291,124583.79280796135,4041_CAST,chr3,34671078,34676078,561nm,4
29415,4295.972280457366,72573.68675733013,124631.44357496496,4041_CAST,chr3,34676078,34681078,750nm,4
29416,4287.9355026750345,72540.43948531775,124523.41111532137,4041_CAST,chr3,34681078,34686078,647nm,4
29417,3932.8625041597697,72286.14560036885,124408.48441513519,4041_CAST,chr3,34686078,34691078,561nm,4
29418,4024.376512003771,72302.69768233677,124485.3696493378,4041_CAST,chr3,34691078,34696078,750nm,4
29419,3981.7839417925898,72283.22683094135,124498.33662577062,4041_CAST,chr3,34696078,34701078,647nm,4
29420,,,,4041_CAST,chr3,34701078,34706078,561nm,4
29421,3879.114460410029,72442.49381949227,124574.6766365961,4041_CAST,chr3,34706078,34711078,750nm,4
29422,3934.5366832822488,72280.70182247099,124604.19268690352,4041_CAST,chr3,34711078,34716078,647nm,4
29423,4049.856766198977,72280.61873095373,124480.68728990882,4041_CAST,chr3,34716078,34721078,561nm,4
29424,4025.8997438262522,72348.90353770631,124464.59292129922,4041_CAST,chr3,34721078,34726078,750nm,4
29425,3892.5324840371427,72324.94580512581,124396.66116165888,4041_CAST,chr3,34726078,34731078,647nm,4
29426,,,,4041_CAST,chr3,34726078,34726078,561nm,4
29427,3973.6522447950133,72362.85817495709,124475.78112042705,4041_CAST,chr3,34731078,34736078,750nm,4
29428,,,,4041_CAST,chr3,34736078,34741078,647nm,4
29429,,,,4041_CAST,chr3,34741078,34746078,561nm,4
29430,3987.4999884830986,72431.96431945084,124469.89701263732,4041_CAST,chr3,34746078,34751078,750nm,4
29431,3886.8711259870165,72421.72422698008,124464.87488677737,4041_CAST,chr3,34751078,34756078,647nm,4
29432,3898.115437095713,72344.415822517,124518.82263451276,4041_CAST,chr3,34756078,34761078,561nm,4
29433,4028.220646257506,72456.51385301328,124527.82053250447,4041_CAST,chr3,34761078,34766078,750nm,4
29434,4045.565046344404,72438.27930502755,124461.1626720499,4041_CAST,chr3,34766078,34771078,647nm,4
29435,4015.057149215562,72384.06513705976,124553.59671027352,4041_CAST,chr3,34771078,34776078,561nm,4
29436,3993.578987953574,72393.40010728223,124524.70269891605,4041_CAST,chr3,34776078,34781078,750nm,4
29437,4413.793056296787,72023.01684124042,125143.38387766153,4041_CAST,chr3,34781078,34786078,647nm,4
29438,3868.7080824686977,72554.78458608803,124630.41519182135,4041_CAST,chr3,34786078,34791078,561nm,4
29439,4486.047807988552,72039.42977678809,125070.68116015708,4041_CAST,chr3,34791078,34796078,750nm,4
29440,3961.336514080254,72479.55435895188,124600.3820899728,4041_CAST,chr3,34796078,34801078,647nm,4
29441,4000.2082407456837,72483.37677294006,124652.96784725554,4041_CAST,chr3,34801078,34806078,561nm,4
29442,,,,4042_CAST,chr3,34601078,34606078,750nm,4
29443,6234.26885520206,102098.40837520709,122921.67975595697,4042_CAST,chr3,34606078,34611078,647nm,4
29444,,,,4042_CAST,chr3,34611078,34616078,561nm,4
29445,,,,4042_CAST,chr3,34616078,34621078,750nm,4
29446,,,,4042_CAST,chr3,34621078,34626078,647nm,4
29447,,,,4042_CAST,chr3,34626078,34631078,561nm,4
29448,,,,4042_CAST,chr3,34631078,34636078,750nm,4
29449,6123.884346926209,102211.55245836642,123308.42875864217,4042_CAST,chr3,34636078,34641078,647nm,4
29450,,,,4042_CAST,chr3,34641078,34646078,561nm,4
29451,,,,4042_CAST,chr3,34646078,34651078,750nm,4
29452,6457.726338507456,102384.72412927098,123251.53606054532,4042_CAST,chr3,34651078,34656078,647nm,4
29453,6546.9946640204535,102603.55512731096,123418.49093686344,4042_CAST,chr3,34656078,34661078,561nm,4
29454,6459.849132504055,102421.17437524175,123457.90950077302,4042_CAST,chr3,34661078,34666078,750nm,4
29455,6284.130055672126,102473.79758029639,123396.55707514768,4042_CAST,chr3,34666078,34671078,647nm,4
29456,6290.598358945544,102374.66737859484,123243.08274087735,4042_CAST,chr3,34671078,34676078,561nm,4
29457,6187.905410629158,102559.35944247669,123063.25600734747,4042_CAST,chr3,34676078,34681078,750nm,4
29458,6370.8585900245935,102421.37827716341,123224.65103657468,4042_CAST,chr3,34681078,34686078,647nm,4
29459,6387.589262970592,102331.37455196693,123118.52386325785,4042_CAST,chr3,34686078,34691078,561nm,4
29460,6211.304894338859,102362.04024955523,123417.91525866202,4042_CAST,chr3,34691078,34696078,750nm,4
29461,6228.502659150326,102341.10239608005,123356.30261588069,4042_CAST,chr3,34696078,34701078,647nm,4
29462,6034.436998842234,102235.00465185379,123314.59970655626,4042_CAST,chr3,34701078,34706078,561nm,4
29463,5992.4143948666015,102312.0186972705,123420.43167275818,4042_CAST,chr3,34706078,34711078,750nm,4
29464,6316.418178223479,102343.3166457857,123412.85839576146,4042_CAST,chr3,34711078,34716078,647nm,4
29465,5975.16374041827,102234.79942763316,123251.6530318792,4042_CAST,chr3,34716078,34721078,561nm,4
29466,6189.317430454347,102329.47266803813,123308.02720136209,4042_CAST,chr3,34721078,34726078,750nm,4
29467,6210.221267366224,102447.77544130948,123339.41584480123,4042_CAST,chr3,34726078,34731078,647nm,4
29468,,,,4042_CAST,chr3,34726078,34726078,561nm,4
29469,6309.226029353844,102378.19186827398,123376.49989633572,4042_CAST,chr3,34731078,34736078,750nm,4
29470,,,,4042_CAST,chr3,34736078,34741078,647nm,4
29471,,,,4042_CAST,chr3,34741078,34746078,561nm,4
29472,6534.589476972984,102323.27954188743,123230.71836436524,4042_CAST,chr3,34746078,34751078,750nm,4
29473,6441.133477915258,102342.2450732179,123265.85422903104,4042_CAST,chr3,34751078,34756078,647nm,4
29474,,,,4042_CAST,chr3,34756078,34761078,561nm,4
29475,6450.019912045352,102402.45794565104,123316.46769098754,4042_CAST,chr3,34761078,34766078,750nm,4
29476,6231.656466192229,102481.20593827912,123492.16238309084,4042_CAST,chr3,34766078,34771078,647nm,4
29477,6517.037416126192,102523.21874540267,123607.71440710878,4042_CAST,chr3,34771078,34776078,561nm,4
29478,6293.103980819713,102365.93503574902,123339.87143722312,4042_CAST,chr3,34776078,34781078,750nm,4
29479,6394.055270882942,102431.30399629044,123309.57574984482,4042_CAST,chr3,34781078,34786078,647nm,4
29480,,,,4042_CAST,chr3,34786078,34791078,561nm,4
29481,,,,4042_CAST,chr3,34791078,34796078,750nm,4
29482,6210.785376583659,102628.42945425794,123629.10746780927,4042_CAST,chr3,34796078,34801078,647nm,4
29483,,,,4042_CAST,chr3,34801078,34806078,561nm,4
29484,5828.034948535464,48617.16185152612,123106.77361520649,4043_CAST,chr3,34601078,34606078,750nm,4
29485,,,,4043_CAST,chr3,34606078,34611078,647nm,4
29486,,,,4043_CAST,chr3,34611078,34616078,561nm,4
29487,5711.049668887285,48815.82548314183,123461.80035603461,4043_CAST,chr3,34616078,34621078,750nm,4
29488,,,,4043_CAST,chr3,34621078,34626078,647nm,4
29489,,,,4043_CAST,chr3,34626078,34631078,561nm,4
29490,,,,4043_CAST,chr3,34631078,34636078,750nm,4
29491,5901.407665083957,48895.2945431839,123403.8464725174,4043_CAST,chr3,34636078,34641078,647nm,4
29492,5669.02045770496,48760.34295461804,123456.99410618625,4043_CAST,chr3,34641078,34646078,561nm,4
29493,5583.447138171025,48876.87436002011,123344.98122460658,4043_CAST,chr3,34646078,34651078,750nm,4
29494,5446.682529905726,48762.106278934654,123485.91091288962,4043_CAST,chr3,34651078,34656078,647nm,4
29495,5792.847749099004,48913.08283047583,123443.80991914847,4043_CAST,chr3,34656078,34661078,561nm,4
29496,,,,4043_CAST,chr3,34661078,34666078,750nm,4
29497,5786.509628995956,48919.81884426911,123488.04535112236,4043_CAST,chr3,34666078,34671078,647nm,4
29498,5903.348173041529,48879.9799941321,123454.06861021547,4043_CAST,chr3,34671078,34676078,561nm,4
29499,5794.629752944982,48936.53862196607,123404.90959345837,4043_CAST,chr3,34676078,34681078,750nm,4
29500,5836.268016172462,48970.73696177717,123440.44110366596,4043_CAST,chr3,34681078,34686078,647nm,4
29501,5640.066745890276,48929.65614850142,123434.9700599022,4043_CAST,chr3,34686078,34691078,561nm,4
29502,5749.22889935907,48898.835251400335,123493.2310760712,4043_CAST,chr3,34691078,34696078,750nm,4
29503,5492.423403382326,48740.18340896045,123507.8801958378,4043_CAST,chr3,34696078,34701078,647nm,4
29504,5829.96972386968,48867.183105988064,123486.16127062532,4043_CAST,chr3,34701078,34706078,561nm,4
29505,,,,4043_CAST,chr3,34706078,34711078,750nm,4
29506,5705.645415828421,48853.90208086012,123425.15902503936,4043_CAST,chr3,34711078,34716078,647nm,4
29507,,,,4043_CAST,chr3,34716078,34721078,561nm,4
29508,5810.090300882059,49009.327472645185,123888.54532697091,4043_CAST,chr3,34721078,34726078,750nm,4
29509,5759.018190132319,48887.36744644532,123276.51299608925,4043_CAST,chr3,34726078,34731078,647nm,4
29510,,,,4043_CAST,chr3,34726078,34726078,561nm,4
29511,,,,4043_CAST,chr3,34731078,34736078,750nm,4
29512,5586.410329894657,48890.38699537905,123361.11441011532,4043_CAST,chr3,34736078,34741078,647nm,4
29513,,,,4043_CAST,chr3,34741078,34746078,561nm,4
29514,5650.0629575305475,48897.359315056274,123257.566150417,4043_CAST,chr3,34746078,34751078,750nm,4
29515,5631.475083637126,48986.41019965868,123224.46899720977,4043_CAST,chr3,34751078,34756078,647nm,4
29516,5591.152710584275,48965.69282456968,123243.42467247538,4043_CAST,chr3,34756078,34761078,561nm,4
29517,5668.241216716386,48994.59864523818,123120.94046840108,4043_CAST,chr3,34761078,34766078,750nm,4
29518,5801.836277587692,48874.31059031554,123158.24481397499,4043_CAST,chr3,34766078,34771078,647nm,4
29519,,,,4043_CAST,chr3,34771078,34776078,561nm,4
29520,5327.328608884126,49054.78675332464,123201.49708243614,4043_CAST,chr3,34776078,34781078,750nm,4
29521,5534.906616159397,49121.08101660558,123237.56392482988,4043_CAST,chr3,34781078,34786078,647nm,4
29522,5452.739402146869,49028.38717513279,123245.6884747878,4043_CAST,chr3,34786078,34791078,561nm,4
29523,,,,4043_CAST,chr3,34791078,34796078,750nm,4
29524,,,,4043_CAST,chr3,34796078,34801078,647nm,4
29525,5562.73369713981,48856.83741486543,123150.65612541664,4043_CAST,chr3,34801078,34806078,561nm,4
29526,2379.682988466808,61878.08421379586,133700.0116663629,4047_CAST,chr3,34601078,34606078,750nm,4
29527,2439.7327610847224,61790.95508365146,133751.3286912296,4047_CAST,chr3,34606078,34611078,647nm,4
29528,,,,4047_CAST,chr3,34611078,34616078,561nm,4
29529,2517.249462339807,61751.527102847765,133681.60675676903,4047_CAST,chr3,34616078,34621078,750nm,4
29530,,,,4047_CAST,chr3,34621078,34626078,647nm,4
29531,2590.790320308216,61886.54762387033,133851.8071522755,4047_CAST,chr3,34626078,34631078,561nm,4
29532,2062.7991944800465,62052.730974371676,133558.6473859236,4047_CAST,chr3,34631078,34636078,750nm,4
29533,2447.7581720511785,61943.241286997865,133717.88717648617,4047_CAST,chr3,34636078,34641078,647nm,4
29534,2301.9711935715145,62009.79236401893,133574.49912364184,4047_CAST,chr3,34641078,34646078,561nm,4
29535,2386.065339063619,61978.61440169664,134044.94592001883,4047_CAST,chr3,34646078,34651078,750nm,4
29536,,,,4047_CAST,chr3,34651078,34656078,647nm,4
29537,2260.837739380572,62105.64234407747,133944.10027306175,4047_CAST,chr3,34656078,34661078,561nm,4
29538,2239.807852842884,62030.02253233012,133859.88369958726,4047_CAST,chr3,34661078,34666078,750nm,4
29539,2303.838208919929,61854.24588312444,133822.5683486956,4047_CAST,chr3,34666078,34671078,647nm,4
29540,2335.9700514368433,61442.35781054805,133216.91081382925,4047_CAST,chr3,34671078,34676078,561nm,4
29541,2245.8729726736833,62039.282637364726,133621.1403921355,4047_CAST,chr3,34676078,34681078,750nm,4
29542,2319.4229020587427,61974.299655012466,133679.95236246224,4047_CAST,chr3,34681078,34686078,647nm,4
29543,2192.9492368402207,61896.97532018401,133964.1715102476,4047_CAST,chr3,34686078,34691078,561nm,4
29544,2213.940487048961,61901.5805286046,133780.41766044198,4047_CAST,chr3,34691078,34696078,750nm,4
29545,2276.4799513416556,61856.91521831143,133790.54565320397,4047_CAST,chr3,34696078,34701078,647nm,4
29546,2225.334757200838,61803.24793581002,133849.5053358682,4047_CAST,chr3,34701078,34706078,561nm,4
29547,,,,4047_CAST,chr3,34706078,34711078,750nm,4
29548,,,,4047_CAST,chr3,34711078,34716078,647nm,4
29549,,,,4047_CAST,chr3,34716078,34721078,561nm,4
29550,2311.490925997497,61969.8333210666,133623.00522918755,4047_CAST,chr3,34721078,34726078,750nm,4
29551,2264.9383096691586,61889.32050526351,133617.68575680227,4047_CAST,chr3,34726078,34731078,647nm,4
29552,2236.9452719819346,62021.98125086633,133805.00674273755,4047_CAST,chr3,34726078,34726078,561nm,4
29553,2268.1420317168954,61781.43673624543,133870.39207765853,4047_CAST,chr3,34731078,34736078,750nm,4
29554,2263.268400410905,62128.816706699254,133801.67062725517,4047_CAST,chr3,34736078,34741078,647nm,4
29555,2224.0867454301824,62052.066653799986,133868.32436143083,4047_CAST,chr3,34741078,34746078,561nm,4
29556,2259.948318111913,61892.668236113095,133818.30273480408,4047_CAST,chr3,34746078,34751078,750nm,4
